#name,x,y,alt,heading,pitch,roll,f,px,py,k1,k2,k3,k4,t1,t2
689cba82-6584-4bcb-b927-ae176551d1a8.heif,14.50180078772816,12.52782118438394,39.73196070703008,-142.9548534655006,21.78329050203926,-8.189857395171661,24.7849509913667,-2.535439421802054e-003,-5.555067923167538e-003,8.169582631712249e-002,-0.2827804252563853,0.2871048765658352,0,0,0
7d5d656e-4bf3-4d8e-8d6b-1d1b90984b4f.heif,16.20791915635264,-7.883849500194329,19.73600968768859,-55.49410430605709,40.96614944768464,5.329286433063777,26.56340680656805,-3.157561124358021e-003,-1.269617947375199e-002,-7.561625294932667e-003,-0.1020160032933253,9.336817581447887e-002,0,0,0
7db957f6-cb4e-4522-8ef2-1c56129dcb0a.heif,8.529615406221964,-22.18907685924692,7.613031994303971,-12.78292846709426,73.98345962042436,7.318371469883036,26.20802020464605,-2.953163306212131e-003,8.794022105421673e-003,7.105102990638602e-002,-0.669369081884221,1.018257439235823,0,0,0
847b381e-1da8-461d-9cb0-9493d52cdcd3.heif,12.51967951117841,-2.221916576041158,16.71367695378472,-78.05500657202859,39.73841090901741,0,27.72121535076219,-1.167566798206195e-003,-2.370877536307038e-002,-8.793434402059144e-002,9.133175576528192e-002,-8.945920571517879e-002,0,0,0
85d47f87-e67a-425f-932c-102e1b2ecce5.heif,16.81611237912171,10.5005906950062,36.75091549916043,-136.5454260378083,20.53745472723188,-9.394011527866615,25.27844872718172,-1.891706739929345e-003,-5.060618178701085e-003,6.23396004973221e-002,-0.273918234635511,0.2999164107745776,0,0,0
8dfe6e4b-2a3a-40d6-8441-11b83404f9dc.heif,10.42393385640671,4.114371998165987,17.87230920973311,-95.23123680813228,33.66861260579621,-2.044636070023111,26.70726128533091,1.744717060931957e-003,-9.095020682981967e-003,-3.703929746147842e-002,-2.5609834252984e-002,1.829525104224139e-002,0,0,0
923e350f-7da9-4c09-b950-22849c47fe64.heif,24.93081816086038,-3.558875896399321,35.85375677736397,-89.42887362344659,28.62713871008699,-7.48046253027993,25.20751165410486,-5.603138259576466e-003,-6.281122179845336e-004,0.1064964737224471,-0.5709981025694875,0.8481605376542096,0,0,0
92729b19-cdf4-4fc5-b4a5-e275babdb6ca.heif,0.3361283883274577,14.48306515518158,40.75928524928827,176.5119359968662,11.52788532772817,-6.424161967547685,24.87862027776291,-1.71911401468748e-003,-6.554516961398999e-003,5.609789050756542e-002,-0.2381341250836236,0.2581689750081708,0,0,0
96446371-2bd4-4443-9624-37bbd2ebe8ed.heif,15.47537120755263,1.950999679281601,24.01484854476267,-74.87506039499652,34.02605456378086,8.65051348951922,26.70670743374998,-5.641893297082616e-003,-1.50131097455082e-002,-1.994931984749449e-002,-4.328287531241738e-002,3.701306458565553e-002,0,0,0
9cce833f-0ef2-4709-9e9f-ea2421b3a4be.heif,16.86567663877259,12.94815606656841,39.19844113931315,-138.9828761677316,21.85397880433495,-8.86084922405211,24.39089753059179,2.167289277326213e-004,-5.901052571029986e-003,9.830925979534369e-002,-0.2643260409012237,0.236248785940682,0,0,0
a69d6f4e-f9dc-44c6-b935-dbe08c0f310f.heif,-14.45033533998492,13.76123333556479,35.04708183574068,135.6709490428893,18.88168688019567,-0.880691511505007,25.58362387576913,1.02272065036399e-002,-1.085429893494846e-004,8.029816797880976e-002,-0.390463263708839,0.4808726933973467,0,0,0
a868f4d1-a54f-4593-9fe8-07d2329da48b.heif,0.9308960112608492,-2.452321326081594,22.31878256508293,-25.47644923195261,9.791647321032144,-1.7003985204758,27.43405141957193,1.618368953661028e-003,6.546330434297942e-004,-0.110036814538664,0.1792097251836974,-0.1672382609869059,0,0,0
b28a6362-9942-411a-b161-45d6eb83355f.heif,-11.0799486098694,-12.08585065634757,15.16031463661038,26.64402600609737,44.92394878168756,-4.028477555215613,26.35440809075533,-2.065036432985405e-003,5.119389297695481e-004,9.969164285868731e-004,-0.2009602039774346,0.2161395205893358,0,0,0
bb96f49f-dd2e-45c4-b2c5-ad380158ed8b.heif,9.319878214828478,5.771271279204602,24.16418817526057,-120.3604024978327,28.19373007992344,-4.179163863802823,26.215314869759,-4.088927955774616e-003,-6.595143395460751e-003,-3.313104113749796e-002,6.689351019509028e-003,-2.549503520219986e-002,0,0,0
be234eb8-7958-4f0a-9b70-4ce1de671f4a.heif,4.630053087078917,-15.94790007721577,17.89406665207203,-24.52994822001965,42.64445667158691,-5.102114278845212,26.7244573852479,1.153676760290878e-003,-1.183815016992797e-002,-2.604414202971262e-002,-5.106641378557771e-002,3.950875891945425e-002,0,0,0
c3ad3dff-e4f7-4d21-a16e-84c3e721fc2b.heif,-26.32638751180251,-2.186027478814931,36.8234081172467,78.00142016831546,28.4801152261628,-6.063555836558596,25.69213439011417,6.875021663171591e-003,-2.889658290629266e-003,7.514525635580237e-002,-0.3358951879887465,0.3759648543836628,0,0,0
cb620850-75b2-442f-ac9f-997e5c9cacaf.heif,9.789805244605297,-9.40040736607909,21.30343062895774,-27.83777819189516,34.01988408953078,8.291922830742722,26.78920108616498,1.786890699551943e-004,-1.324607660590026e-002,-4.989237015112394e-002,3.941587614579063e-002,-5.434805212263118e-002,0,0,0
cd34bf99-8c80-4fb7-9ecd-eba7e19a88dc.heif,4.131923031406714,-10.95633947302666,37.97398024876951,-22.54787834663869,18.45858099086799,0.5452588441026026,25.85962805225764,1.870494461255444e-003,-4.086546478249862e-003,4.159066819786109e-002,-0.2036699241603115,0.2276557524873324,0,0,0
cecf7300-df46-4abf-8393-c7ec9b3208e0.heif,21.0793875239242,6.047761382129305,36.83688974057773,-118.9184127614242,23.52679404757509,-8.548811679231562,25.37706024346933,-1.850948330224382e-003,-3.019195144962513e-003,9.077762085313971e-002,-0.4233659621605029,0.5439024054895377,0,0,0
d81f5a98-0dc7-461e-a9c6-de803af7626e.heif,-18.86811371930368,-9.352270579196507,37.78780981436814,47.78855841981757,23.56930174570599,-4.670575938555292,25.44498423971782,2.388636731652363e-003,2.507980163022081e-003,6.771338469140047e-002,-0.2825873491722181,0.3132908641716053,0,0,0
dd77f295-a645-4675-862d-d45a60d37fa3.heif,7.922353703631086,-5.277430024139699,24.14602916292277,-57.32814779557837,22.53715404966237,-4.020894254244666,26.77894384316577,1.00135913316649e-003,-3.557296251783236e-003,-5.437556378130392e-002,5.700366731334337e-002,-6.885437984890772e-002,0,0,0
e261684d-fdb0-4920-b7f9-ea2742bc1463.heif,-15.02793233409942,-12.27867372124899,38.03686148859092,37.6612648281446,23.36558707018209,-4.973475756496228,25.28319617256107,-1.127408924562584e-003,2.070171847186194e-003,6.19250295650971e-002,-0.2755019640658263,0.3255464466937303,0,0,0
e351b876-8681-4fea-8758-1503f3099bc7.heif,-13.19128624269849,-5.144740038705356,15.57037100573111,58.81423411855187,34.21947727201702,1.432959498112362,24.84001074316194,-3.799498185325006e-003,3.941534407876435e-002,7.375442798583744e-002,-0.6340446403230006,0.9399421653045861,0,0,0
e6943865-29db-47db-bf93-314aa9023e4c.heif,-4.701890470076538,-12.73999844973926,20.92954027363496,10.17014992074231,36.9708275259428,-4.787097893251786,26.64826257832474,-1.588777874610459e-004,-3.076617100257632e-003,-5.918092673752887e-002,5.102356510047162e-002,-5.957471965916209e-002,0,0,0
ef5e7955-047d-4faf-9685-bb011b935db2.heif,-22.12986053081449,-6.835024547381932,36.53689009463224,57.39576247042969,24.15556339774486,-5.603362243925188,25.53697098554315,1.586057175812853e-003,3.51292571820303e-003,4.909794279245708e-002,-0.2051560075711614,0.188207003477497,0,0,0
f8982f94-2c14-4788-8ffb-4d261cfcae3f.heif,6.891678412080945,13.22902561546742,42.69196950866492,-164.6514649295505,9.491938878804737,-7.475995651829469,24.42991048058047,2.905689354705793e-004,-6.955566453125637e-003,7.871486656151074e-002,-0.3507557465765968,0.4322567251802817,0,0,0
